Date,AMT,ANSS,BRK_A,BAM,KMX,CLNY,CSGP,DHR,DSGX,DLTR,MCO,ORLY,LAMR,MKL,MA
2009-07-06,26.24834949787859,30.08,88475.0,5.993988637873725,13.91,,38.89,21.536411611849275,3.81,13.706666666667,22.68742867583681,38.21,11.655067802772296,280.0,15.81960726709025
2009-07-07,25.760525591331774,29.13,87200.0,5.769881050819691,13.4,,37.7,20.993294304892753,3.79,13.53,22.404264853483323,38.01,11.344770543088098,281.91,15.268609615739646
2009-07-08,25.906016931880824,28.75,87000.0,5.5706743067716635,13.5,,37.81,20.913637099872464,3.82,14.606666666667,22.747493729063308,39.94,11.057177960941768,282.36,15.254384203054174
2009-07-09,26.462307351627192,29.25,85600.0,5.588460623204523,13.56,,37.35,21.0331229074029,3.72,14.56,22.867623835516298,39.59,11.32206586555023,281.9,15.45372587590056
2009-07-10,26.342490953527975,29.66,85125.0,5.51020083089994,13.55,,37.24,21.148987932886953,3.55,14.32,22.575879291273313,39.38,11.541544415082955,278.8,15.24109475819775
2009-07-13,27.06994765627322,29.98,88495.0,5.634705045929958,14.0,,36.58,21.431408932504347,3.78,14.526666666667,23.61414663990276,40.0,11.692908932002075,296.99,15.711920804539684
2009-07-14,27.241113939272104,29.57,89400.0,5.85881263298399,14.46,,36.12,21.605206470730433,4.0,14.573333333333,23.99169840304074,40.14,11.83670522307524,293.49,15.750839893047788
2009-07-15,28.002803898617127,30.5,90560.0,6.207424435068041,15.27,,37.25,22.19177316224348,3.99,14.693333333333,24.652413988532206,40.88,12.37404925813812,298.0,16.362154356443362
2009-07-16,27.908662442967746,30.88,90245.0,6.299913280518912,15.37,,37.42,22.53936823869565,3.97,14.8,24.93557781088569,41.09,12.805438131357613,296.99,16.922209532535582
2009-07-17,27.574888191119925,31.42,90500.0,6.307027807092056,15.06,,36.48,22.19901472633623,3.99,14.716666666667,24.909835645217193,40.73,12.570823130132975,294.44,17.07124116413978
2009-07-20,27.780287730718584,31.03,91150.0,6.509791814426657,15.22,,36.51,22.915929571518838,4.01,15.006666666667,24.540864603968714,41.07,12.714619421206141,292.49,17.221222041805156
2009-07-21,27.669029646769307,30.59,91750.0,6.488448234707224,15.35,,36.56,23.100589455884055,3.99,15.186666666667,22.996334663858793,41.03,12.820574583049526,292.9,17.175658230868837
2009-07-22,27.994245584467187,30.0,92000.0,6.6342960294566735,15.78,,35.99,23.201971353182607,3.98,15.1,22.756074450952806,41.06,13.236827004577105,296.74,17.226917518172193
2009-07-23,28.901426884361264,30.93,93500.0,6.840617300077847,16.51,,33.97,21.934697636950723,4.04,15.37,21.89800226200285,41.1,14.417470236546249,300.0,17.643636539027252
2009-07-24,28.65323577401288,31.29,95300.0,6.851289089937564,16.38,,34.64,22.662474828272465,4.04,15.31,22.24981185947233,41.07,13.849853298099546,302.99,17.60566669658032
2009-07-27,28.619002517413104,31.19,95700.0,6.758800244486692,15.92,,35.35,22.390916174794203,4.05,15.193333333333,22.953431054411297,40.07,14.311515074702864,307.5,17.953090754969733
2009-07-28,28.696027344762605,31.52,95397.0,6.897533512662998,15.99,,36.18,21.963663893321737,4.02,15.263333333333,23.699953858797755,40.85,14.727767496230447,305.0,17.74520586757279
2009-07-29,28.490627805163943,31.05,95250.0,6.879747196230138,15.73,,36.64,22.00711327787826,4.01,15.4,21.89800226200285,40.55,14.235832816243303,306.85,17.898034483421686
2009-07-30,29.414925733357904,31.39,96795.0,7.169835443442341,16.03,,37.08,22.137461431547827,4.1,15.49,20.57657109101992,42.22,14.954814271609129,310.0,18.425815293434013
2009-07-31,29.175292937159476,31.26,97000.0,7.535131754746595,16.13,,36.73,22.173669252011592,4.09,15.373333333333,20.37063376567193,40.66,15.923547179891498,315.57,18.41822132494463
2009-08-03,29.868516383304947,31.73,100000.0,7.685547882930701,16.65,,36.9,22.499539636185506,4.06,15.433333333333,20.653797588025416,39.65,16.49873234418416,328.15,19.047571463502493
2009-08-04,29.44915898995768,31.68,100310.0,7.391878299333162,16.56,,37.0,22.629887789855072,4.01,14.98,21.52903122075437,39.09,16.67280153864115,349.2,19.279187502428766
2009-08-05,28.68746903061266,31.35,104800.0,7.520806409205252,16.3,,36.32,22.173669252011592,3.98,14.943333333333,21.185802345174388,38.96,16.574414602643717,363.0,19.267796549694687
